subject Activities V1 V2 V3 V4 V39 V40 V41 V42 V43 V44 V79 V80 V81 V82 V83 V84 V119 V120 V121 V122 V123 V124 V159 V160 V161 V162 V163 V164 V199 V200 V212 V213 V225 V226 V238 V239 V251 V252 V264 V265 V266 V267 V268 V269 V343 V344 V345 V346 V347 V348 V422 V423 V424 V425 V426 V427 V501 V502 V514 V515 V527 V528 V540 V541
2 STANDING 0.277911472222222 -0.0184208270166667 -0.105908536055556 -0.987271889259259 0.0665274675074074 0.384642653314815 0.896928566851852 -0.370062696851852 0.129747161222222 -0.986685818703704 0.334620620814815 0.611669641011111 0.0747588597592593 0.0103291774794444 -0.00837158846722222 -0.981085715555556 0.172841820592593 0.181180902851852 -0.0238623875712963 -0.0820396577592593 0.0878351695481481 -0.972998629814815 0.0672573718277778 -0.503353001648148 -0.105562157888889 -0.042241953537037 -0.0546539479425926 -0.979324000740741 0.0278048061185185 -0.360909779981481 0.18445040162963 -0.201434103137037 0.18445040162963 -0.201434103137037 -0.0477483902111111 -0.0959065275 0.133825672425926 -0.0598797868240741 -0.0148559994787037 -0.212554993685185 -0.983946739814815 -0.959871697407407 -0.962471195740741 -0.989056469814815 -0.995271272407407 -0.999412478888889 -0.980973241666667 -0.970851337962963 -0.979775152037037 -0.983007923703704 -0.999396006481482 -0.999588437037037 -0.967037112037037 -0.972576152962963 -0.960627696111111 -0.97498812462963 -0.998229543518519 -0.998996800185185 -0.333412170333333 -0.592152108314815 -0.447901012981481 -0.737165942018518 -0.327704271401852 -0.644029219462963
2 LAYING 0.281373403958333 -0.0181587397583333 -0.107245610416667 -0.974059464791667 -0.199788468904167 -0.248458834006667 -0.509754238125 0.752536639375 0.646834879583333 -0.959014441458333 -0.308245417 -0.563200740208333 0.0825972511666667 0.012254788451875 -0.00180264895625 -0.98587216875 0.148400431375 0.00766428163541667 -0.01847660675 -0.111800824583333 0.144882846104167 -0.988275232916667 0.326928163091667 -0.2496791615 -0.101974134208333 -0.0358590176083333 -0.0701783020833333 -0.993235849166667 0.0414978802020833 -0.0966764838083333 0.188903979395833 -0.244819853270833 0.188903979395833 -0.244819853270833 -0.0847222939916667 -0.05547647891875 0.116905481914583 -0.141203233875 -0.0504555534089583 0.00630606409166667 -0.976725059791667 -0.979800877916667 -0.984380981875 -0.973246482083333 -0.999425172708333 -0.999718574583333 -0.985813630833333 -0.982768250416667 -0.986197134583333 -0.987250255833333 -0.999685072708333 -0.999754638125 -0.9864311425 -0.983321635416667 -0.9626718875 -0.988860685833333 -0.997793372916667 -0.999533052708333 -0.381994355769375 -0.6331577990625 -0.553611930854167 -0.816016455645833 -0.14091960795 -0.432302279375
3 WALKING 0.275567462068966 -0.0171767844203448 -0.112674859827586 -0.360356726034483 -0.3000793945 0.43910710362069 0.936506743275862 -0.261986357931034 -0.138107866258621 -0.97777159137931 0.140368770689655 0.119717908474138 0.0814745882660345 0.0100591485 -0.00562264594827586 -0.26867964387931 -0.154998805224138 0.244050854189655 -0.0256405192517241 -0.0779150937413793 0.0813485942827586 -0.571869560172414 0.00185472517586207 -0.173056619346552 -0.0952398165017241 -0.0387874651724138 -0.0503616100815517 -0.385922986034483 0.00689010171724138 -0.218360601434483 0.0430059694948276 0.033480524 0.0430059694948276 0.033480524 0.11793188822931 0.14026642347931 0.00379936886206897 -0.0215572552965517 -0.199023779502414 -0.00914485798965517 -0.316614011689655 -0.0813024353275862 -0.412374074482759 -0.379276781206897 -0.808514186551724 -0.951975207068966 -0.304694442551724 -0.140508590224138 -0.514137255344828 -0.296596633103448 -0.805597267931034 -0.955149565172414 -0.437845763793103 -0.561526265344828 -0.418126217413793 -0.615121369827586 -0.863666175689655 -0.967788422758621 -0.468456117241379 -0.775936916551724 0.147218606294828 -0.186284016931034 -0.345724026172414 -0.621360407758621
3 WALKING_UPSTAIRS 0.260819873067797 -0.0324109410555932 -0.110064863437288 -0.313123437627119 -0.296964761728814 0.313487331542373 0.883533436101695 -0.382851153728814 -0.162943955254237 -0.944040819322034 0.303960852481356 0.0918830017118644 0.0426880986186441 0.0397249270484746 0.0208205538101695 -0.458364616949153 -0.116218382444068 0.354435184491525 0.0721980309322034 -0.139275405637288 0.0215603697 -0.456039262525424 -0.251867039033898 0.020611202779661 -0.115510569491525 -0.0400372510491525 -0.0498180874305085 -0.507270757966102 -0.115903370675559 -0.128013881028814 -0.0743172052661017 -0.0463347493661017 -0.0743172052661017 -0.0463347493661017 -0.215141046067797 0.0642124281694915 0.101327657876271 -0.134843174730508 -0.135008311166102 -0.175988072362712 -0.392004211474576 -0.0788094156644068 -0.504494528474576 -0.285333024050847 -0.791465862372881 -0.978183097118644 -0.478434306271186 -0.283772547471017 -0.677314534067797 -0.486446509661017 -0.925101388644068 -0.97942602559322 -0.378216681762712 -0.637293508305085 -0.431503361525424 -0.484820991355932 -0.869176495254237 -0.967670959152542 -0.422657510271186 -0.697303169152542 -0.165041332915254 -0.471453166413559 -0.340602416683051 -0.663462067118644
3 WALKING_DOWNSTAIRS 0.292423484693878 -0.0193554079328571 -0.116139842908163 -0.0574100475102041 -0.163662556032653 0.158475915926531 0.939057787755102 -0.228829214285714 -0.102352758040816 -0.950061129591837 -0.00765750530612245 0.203033647387755 0.0725689294489796 0.0109707769183673 -0.00202727978142857 -0.0858010042244898 0.0219951678283673 -0.0435955738979592 -0.13157327645102 -0.0139358043959184 0.123826738353061 -0.261653414014286 -0.0257552263561225 -0.153215395693878 -0.0778701650285714 -0.0391567930959184 -0.0416193131122449 -0.285683162346939 -0.0130671214714286 -0.15160584522449 -0.150139501985714 0.144306693314286 -0.150139501985714 0.144306693314286 -0.147233266061224 0.0157209585714286 0.159734893918367 -0.172218928146939 -0.142390640299796 -0.0850569763813061 -0.0421706943244898 -0.00770048300204082 -0.404452414285714 -0.0654417192653061 -0.789208894285714 -0.945172437959184 -0.0906707125102041 -0.135938542632653 -0.529059450612245 -0.165442898685714 -0.856330214285714 -0.944629391020408 -0.129066574295918 -0.542694164081633 -0.302866461179592 -0.30863033105102 -0.846669520408163 -0.920344532040816 -0.539080391836735 -0.817969476530612 -0.190437041653061 -0.517001824510204 -0.425942673897959 -0.723708055510204
3 SITTING 0.257197599134615 -0.00350299841730769 -0.0983579203269231 -0.971010120961538 -0.195826108173077 0.307555039634615 0.901098984615385 0.127303379245962 0.139020582461538 -0.957324457884615 -0.214421031269231 0.415605488128846 0.0726098418653846 0.00272529134230769 -0.00423348373557692 -0.974467390384615 -0.0354706009788462 0.0239863636019231 -0.0385365204807692 -0.07524100275 0.0940113975530769 -0.965434768461538 0.0013854166673077 -0.345641545742308 -0.103605889057692 -0.0360909881807692 -0.0590079966686538 -0.972546905961538 0.129855049096154 0.0170525293692308 0.0904299820576923 -0.0942158447884615 0.0904299820576923 -0.0942158447884615 -0.0734615667807692 -0.0874529105769231 0.0619906458211539 -0.0611712514807692 -0.0784676218923077 -0.128179260230769 -0.970154440961538 -0.891907751346154 -0.917987925384615 -0.971605878461538 -0.965791323576923 -0.998304688461538 -0.974950363461538 -0.954170151346154 -0.970845669423077 -0.976283534807692 -0.998336622692308 -0.9993081875 -0.957550637692308 -0.95617355 -0.934967958846154 -0.968013062884615 -0.990738290961538 -0.999206618269231 -0.199391691069231 -0.463704974730769 -0.445595575461538 -0.724057573461538 -0.0830552189057692 -0.404826134267308
3 STANDING 0.280046513278689 -0.0143376555065574 -0.101621722633148 -0.96674254295082 -0.191808084983607 0.147171336183607 0.93503077852459 -0.301735130327869 0.024763106752459 -0.982020428032787 0.0417871234262295 0.177417122114754 0.0750900622277049 0.00771663644590164 -0.00807177934114754 -0.957086489344262 -0.0701330367213115 0.0336277803444262 -0.0246626070770492 -0.0585101918262295 0.0665262054098361 -0.900462227540984 -0.0158654961770492 -0.160327539196721 -0.0994602620655738 -0.0472415819016393 -0.0416832156688525 -0.940937642459016 0.0468451078245902 -0.0713706440804918 0.16845550546 -0.139348034088525 0.16845550546 -0.139348034088525 0.0101650289391803 -0.109356570219672 -0.0229128856967213 0.104772188870328 0.00176190309393443 -0.204169660032951 -0.960123409508197 -0.908075353770492 -0.939507735245902 -0.969931287377049 -0.987061782786885 -0.999169031311475 -0.957666856721311 -0.943497973606557 -0.969174903442623 -0.960570921803279 -0.998567565737705 -0.999335274590164 -0.901282267540984 -0.937711157213115 -0.916172537704918 -0.901985672459016 -0.993658646885246 -0.997868406393443 -0.294507415901639 -0.580804128901639 -0.403904317262295 -0.72661510704918 -0.153454352459016 -0.50527051651218
3 LAYING 0.275516852741935 -0.0189556785048387 -0.101300477506452 -0.982776639193548 -0.198585718272581 -0.376096497496774 -0.241758478064516 0.837032099677419 0.48870318516129 -0.982512193064516 -0.426717395414516 -0.799381606774194 0.0769811125806452 0.0138041011306452 -0.00435625874355645 -0.98087931483871 0.0577616365080645 -0.115638882836774 -0.0208170540330645 -0.0718507159435484 0.137999561112903 -0.974545752096774 0.111839253698387 -0.00417894761129032 -0.10004449883871 -0.0389771765322581 -0.06873387 -0.980328645 0.101320737105968 -0.0868143370290323 0.218997422917742 -0.231628759112903 0.218997422917742 -0.231628759112903 -0.103741952662903 -0.00137649189032258 0.118705859445161 -0.0614996230322581 0.0071008754516129 -0.114798246790323 -0.980665609032258 -0.961169982903226 -0.968332141612903 -0.983691129032258 -0.99743164983871 -0.999479265483871 -0.980513202258064 -0.968752113709677 -0.979122344354839 -0.983122615967742 -0.999319594516129 -0.999590742258065 -0.970167262903226 -0.978099682258065 -0.962341960806452 -0.975986433709677 -0.998046938387097 -0.999567515645161 -0.449730952548387 -0.700263341474194 -0.448886207354839 -0.736096781774194 -0.245513311658065 -0.555238914596774
4 WALKING 0.278582015166667 -0.0148399475341667 -0.11140306485 -0.440829971333333 0.118243599566667 0.186199354856667 0.963999696833333 -0.0858540265666667 0.127764112666667 -0.983826494833333 -0.2810648057 0.05645850869 0.0783529082183333 0.00295602428666667 -0.000767679338333334 -0.297042612533333 0.251500198766667 0.296045602775 -0.0317982557795 -0.0726905278583333 0.0805677161216667 -0.500916659 0.06401113378 0.149403463741667 -0.115321556475 -0.0393474489133333 -0.0551166852766667 -0.492341066833333 0.4561367636 0.014649788853 -0.0935923042983333 -0.0678893910871667 -0.0935923042983333 -0.0678893910871667 -0.0876985370666667 0.065126777955 0.0742182605716667 0.152922233035 -0.203705174573333 -0.105221905636667 -0.426719449666667 -0.14939963344 -0.631005470833333 -0.447234929666667 -0.909461955 -0.978955181666667 -0.358883413666667 -0.279553391533333 -0.728991595666667 -0.29732607245 -0.9486415005 -0.980444192666667 -0.373384540666667 -0.688460056666667 -0.601381129166667 -0.542646759 -0.9455466735 -0.951049456166667 -0.532309173333333 -0.789538995166667 0.126304675685 -0.168424087315 -0.237546613231667 -0.585590468333333
4 WALKING_UPSTAIRS 0.270876696730769 -0.0319804295729615 -0.114219455519231 -0.204933042903846 0.169509983115385 -0.0935618013884615 0.946264314423077 -0.232944304615385 0.0841675382884615 -0.958495235576923 -0.441064849384615 0.142926607240385 0.0560971909634615 0.0234018993153846 0.00340280836730769 -0.380488027307692 0.392661021538462 -0.141384675671385 0.0393825198942308 -0.0859471683596154 0.0843753843384615 -0.454431043269231 0.333937986534538 0.191242235723077 -0.1314720713 -0.0390508828865385 -0.0722496260807692 -0.533666803846154 0.304226646230769 -0.0566491326019231 -0.125799948038462 0.163843926507692 -0.125799948038462 0.163843926507692 0.110231038786538 -0.101510168373077 -0.0248244682086538 0.0747129923673077 -0.0523798551417308 -0.170988304707692 -0.294488270365385 -0.117109161492308 -0.524655722692308 -0.173217219014423 -0.794971880769231 -0.970401300961538 -0.418304647307692 -0.297805187243462 -0.690106934230769 -0.396762584807692 -0.944069734230769 -0.972386722692308 -0.3710689925 -0.684310201538462 -0.350765737115385 -0.483548693461538 -0.796905223461538 -0.919919603846154 -0.203767377802115 -0.515315669788462 -0.361655783519231 -0.689855609480769 -0.377440624730769 -0.709905587519231
4 WALKING_DOWNSTAIRS 0.279965329555556 -0.00980200850666667 -0.1067775246 0.0111935496222222 0.3924340022 -0.0246788195777778 0.947731858666667 -0.0620852772955556 0.148714808888889 -0.955258881333333 0.0288370722888889 0.279932519391111 0.0971862748866667 0.00563780215111111 -0.00729137766444444 -0.145759708684667 0.237463403466667 0.191113002955556 -0.102838822533333 -0.0704025952333333 0.05926394948 -0.370244695288889 0.420572599333333 -0.194950195926667 -0.0921282734666667 -0.0348434913444444 -0.0492836435688889 -0.395995494444444 0.521594152444444 -0.0966567595828889 -0.137471546953111 0.0885502128444444 -0.137471546953111 0.0885502128444444 -0.166764700064444 0.0128692237444444 0.350194377666667 -0.301383691622222 0.0142881446355556 -0.0265722558377778 -0.0722392276888889 -0.129606639466667 -0.494683451555556 0.0390098262533333 -0.863472089777778 -0.940052038888889 -0.16163290774 -0.172941628735556 -0.583917371333333 -0.208250062317778 -0.908016540888889 -0.941801778666667 -0.240298893435556 -0.717545840444444 -0.318306481022222 -0.414919000955556 -0.894835413111111 -0.747880063555556 -0.4754520248 -0.743903786666667 -0.17916182872 -0.502564595355556 -0.336853586946889 -0.643083106444444
4 SITTING 0.27153827992 -0.007163065158 -0.10587459588 -0.980309931 -0.39574529516 0.16930611784 0.8693030064 0.211622539936894 0.11012048108 -0.9814052948 -0.554197337144 0.12224417678 0.0784500239 -0.0108582171094 -0.0121499951596 -0.9767421962 0.1260306516592 0.081225216248 -0.04944351156 -0.08943006108 0.10115033478 -0.9701317904 0.0947502145976 -0.15180907356 -0.09694948424 -0.041848389996 -0.0489964351672 -0.9698997312 0.26068645585 0.048220270282 0.06298191048 -0.14484439976 0.06298191048 -0.14484439976 -0.152860590804 -0.029482200836 0.01715450866 0.02197077316 -0.0575150009624 -0.17701907396 -0.9774624984 -0.9057829318 -0.9517837432 -0.9819081892 -0.9894501484 -0.9989789172 -0.9768457126 -0.9442983908 -0.9751549056 -0.9787769122 -0.9991372172 -0.9994306222 -0.9605896358 -0.9675836478 -0.9337768922 -0.973333107 -0.9943091596 -0.999217332 -0.18828630828 -0.477790458702 -0.3133880564316 -0.6308201576 -0.02869016002 -0.36585711122
4 STANDING 0.280499745892857 -0.00948911098553571 -0.0961574905535714 -0.97692058 -0.343441267446429 0.106119812160714 0.95619779125 -0.0759009061071429 0.166893825946429 -0.972908355892857 -0.686876727339286 0.347788685125 0.0721328379857143 -0.00653015693773214 -0.0211889890567857 -0.972586541964286 0.0462324339821429 0.181442369375 -0.0306449342357143 -0.061824850625 0.0755636430892857 -0.909687974464286 0.237479173466071 -0.0619871974689286 -0.103057894142857 -0.0461257201357143 -0.0490753497867857 -0.949633878571429 0.252309290125 -0.126085764982143 -0.018239525725 -0.00635125645892857 -0.018239525725 -0.00635125645892857 -0.130562179976786 0.0271333826241071 -0.122155490548214 0.196361488694821 -0.099125701725 -0.139377556403571 -0.973497549642857 -0.889549205 -0.93164342125 -0.978737637678571 -0.98512827 -0.998505150357143 -0.972310894285714 -0.937624242142857 -0.968648411607143 -0.975706723571429 -0.998902057321429 -0.999129290535714 -0.905464161964286 -0.955992945178571 -0.915280955357143 -0.912464793928571 -0.992093107678571 -0.9990384725 -0.113735109110714 -0.395380490521429 -0.435020633476786 -0.744446167642857 -0.161257094997321 -0.520359727732143
